date,Long short ratio
2024-07-22,0.914470354210665
2024-07-23,3.029083899095832
2024-07-24,0.7949366535381897
2024-07-25,57.238753219387846
2024-07-26,2.7545156568872833
2024-07-27,202.74716392512764
2024-07-28,2.843155791342329
2024-07-29,26.398220618220034
2024-07-30,0.0
2024-07-31,0.8989636281105763
2024-08-01,1.3587989738958086
2024-08-02,0.7521662367710411
2024-08-03,5.184348190491334
2024-08-04,0.0
2024-08-05,1538.6399066511085
2024-08-06,0.0
2024-08-07,0.0
2024-08-08,0.0
2024-08-09,0.0
2024-08-10,0.048237112405910165
2024-08-11,0.0
2024-08-12,0.0038441409963057035
2024-08-13,1.7153619727877152
2024-08-14,0.0
2024-08-15,0.0
2024-08-16,0.0
2024-08-17,0.0
2024-08-18,1.5122461281962358
2024-08-19,0.0
2024-08-20,1.003833855553972
2024-08-21,0.019422055297920293
2024-08-23,0.6936284621155009
2024-08-24,0.0
2024-08-25,0.0
2024-08-26,0.37165882767636094
2024-08-27,0.0
2024-08-28,2.0069104785825442
2024-08-29,0.0
2024-08-30,2.82282342407833
2024-08-31,0.9010287851159801
2024-09-01,1.490430006595238
2024-09-03,0.18234727979310447
2024-09-04,0.0
2024-09-05,6.231775467952845
2024-09-06,0.0
2024-09-07,0.0
2024-09-08,7.534430262624668
2024-09-09,0.0
2024-09-10,0.0
2024-09-11,3.4575053014936374
2024-09-12,1.361073718032866
2024-09-14,0.0
2024-09-18,0.0
2024-09-19,0.0
2024-09-20,10.761574629431305
2024-09-21,0.0
2024-09-22,0.0
2024-09-23,0.0
2024-09-24,0.0
2024-09-25,18.162276336532244
2024-09-26,1.1345918908284878
2024-09-27,0.0
2024-09-28,0.0
2024-09-30,0.3879216145392375
2024-10-01,1.1278622255917186
2024-10-03,0.0
2024-10-04,0.1153087889235701
2024-10-05,0.6710104787254042
2024-10-06,1.0625417540485655
2024-10-07,44.82836424336799
2024-10-08,0.0
2024-10-09,0.0
2024-10-10,0.0
2024-10-11,0.8527721502527605
2024-10-12,1.3486007146582326
2024-10-13,0.0
2024-10-14,0.0
2024-10-15,0.0
2024-10-16,0.0
2024-10-17,0.0
2024-10-18,0.0
2024-10-19,0.0
2024-10-20,2.138404703484303
2024-10-21,0.8617433325171067
2024-10-22,0.0
2024-10-23,0.0
2024-10-25,17.36723815247253
2024-10-26,0.0
2024-10-27,2.0222084515718484
2024-10-28,0.004175030951465036
2024-10-29,0.0
2024-10-30,0.0
2024-10-31,0.07169039802391731
2024-11-01,1.3551101408611712
2024-11-02,0.9342687700402729
2024-11-03,0.5909594609612103
2024-11-04,0.0
2024-11-05,0.0
2024-11-06,13.784422242334891
2024-11-07,0.0
2024-11-08,1.0420384458650322
2024-11-09,0.0
2024-11-10,7.149371641054139
2024-11-11,0.27800996894574903
2024-11-12,1.0190004026311839
2024-11-13,76.90138679775792
2024-11-14,0.0
2024-11-15,1.744384145935142
2024-11-16,1.1323913168576945
2024-11-17,1.0022613560696707
2024-11-18,0.9779565993933867
2024-11-19,1.1758910711484238
2024-11-20,2.0843561444066716
2024-11-21,3.208178885238773
2024-11-22,1.3479255429683192
2024-11-23,0.33010331361239403
2024-11-24,3.9789420259688213
2024-11-25,125.93409960335904
2024-11-26,1.441679794015173
2024-11-27,10.399705786387875
2024-11-28,0.18081953613960133
2024-11-29,0.8712618491479089
2024-11-30,0.15164581884861206
2024-12-01,0.0
2024-12-02,0.8471521218526362
2024-12-03,0.0
2024-12-04,13.577104353789949
2024-12-05,0.0
2024-12-06,0.0
2024-12-07,5.598472192759157
2024-12-08,0.9384154888074914
2024-12-10,0.14424272818455366
2024-12-11,7.259969413271213
2024-12-12,0.2618877123965756
2024-12-13,0.6438354603232989
2024-12-14,3.92510747611335
2024-12-15,2.986481295795295
2024-12-16,0.6100732665411006
2024-12-17,0.592765907859447
2024-12-18,0.5849121541470269
2024-12-19,19.150845784582152
2024-12-20,4.8790388483215095
2024-12-21,1.8226070919184822
2024-12-22,0.37250407418304393
2024-12-23,0.378123676206631
2024-12-24,1.529749272695527
2024-12-25,0.09063092680150103
2024-12-26,0.030736088143021024
2024-12-27,1.8714773951138717
2024-12-28,0.9545022061349736
2024-12-29,0.14167580006070699
2024-12-30,5.700315133464683
2024-12-31,26.32852472607223
2025-01-01,6.521242570371203
2025-01-02,0.5443923500397146
2025-01-03,0.278853266264545
2025-01-04,1.9299851103347965
2025-01-05,3.0651948649530842
2025-01-13,6.146567946234411
2025-01-14,6.989688733172646
2025-01-15,4.8847552136356684
2025-01-16,11.6831072071851
2025-01-17,24.70172220744509
2025-01-18,2.739259129144535
2025-01-19,0.4049426016575833
2025-01-20,3.729968583623656
2025-01-21,0.9328129280261623
2025-01-22,0.9076137981075626
2025-01-23,3.090396106678052
2025-01-24,2.183310495380527
2025-01-25,2.5461719602594486
2025-01-26,0.1501326587728847
2025-01-27,2.514979272135506
2025-01-28,1.222937683141847
2025-01-29,0.038613254351137605
2025-01-30,1.8777224583029688
2025-01-31,1.9514688696863143
2025-02-01,3.840393205900687
2025-02-02,0.8723550646071702
2025-02-03,32.01336063394603
2025-02-04,4.472784788672517
2025-02-13,2.6694103322555436
2025-02-14,0.910050323159092
2025-02-15,0.9106495994084304
2025-02-16,0.8943684352821567
2025-02-17,0.621874236144201
2025-02-18,0.9850849431798766
2025-02-19,2.182559929406198
2025-02-20,1.446478548442748
2025-02-21,0.8878657105621434
2025-02-22,5.006680157087316
2025-02-23,0.7678491388583087
2025-02-24,4.330954610909952
2025-02-25,3.225624714575253
2025-02-26,4.304285978295583
2025-02-27,0.7600547474679337
2025-02-28,0.8628857693009909
2025-03-01,2.1999911638349916
2025-03-02,4.532738173109089
2025-03-03,0.38815020277349843
2025-03-04,8.559589749268858
2025-03-13,1.5757610787556544
2025-03-14,1.2410328844188725
2025-03-15,0.06219943036159882
2025-03-16,0.35314491926980557
2025-03-17,0.5127165070125296
2025-03-18,0.5031694152489798
2025-03-19,3.4409331790512705
2025-03-20,5.537635570388596
2025-03-21,0.6086825227255329
2025-03-22,0.6866323347671787
2025-03-23,0.2478667916595274
2025-03-24,1.616900680052711
2025-03-25,0.43775815616455777
2025-03-26,2.2422003660038246
2025-03-27,5.153482506792016
2025-03-28,5.330081519867844
2025-03-29,74.35293978632969
2025-03-30,109.2638195215551
2025-03-31,126.1331496900397
2025-04-01,0.06519517204174823
2025-04-02,1.033641151515528
2025-04-03,8.496993913035407
2025-04-04,2.281270212627144
2025-04-13,10.176243658466648
2025-04-14,5.0196797606185575
