date,win rate
2024-12-13,0.40153452685422
2024-12-14,0.47368421052631576
2024-12-15,0.24572775486152032
2024-12-16,0.5071090047393365
2024-12-17,0.4363730036063885
2024-12-18,0.36599020293911827
2024-12-19,0.6148547469302186
2024-12-20,0.5558681672025724
2024-12-21,0.5496728138013087
2024-12-22,0.4354005167958656
2024-12-23,0.2901576480613549
2024-12-24,0.33727810650887574
2024-12-25,0.30288461538461536
2024-12-26,0.5136298421807748
2024-12-27,0.4230769230769231
2024-12-28,0.22981366459627328
2024-12-29,0.31840796019900497
2024-12-30,0.39473684210526316
2024-12-31,0.3006535947712418
2025-01-01,0.3020833333333333
2025-01-02,0.5962145110410094
2025-01-03,0.4482758620689655
2025-01-04,0.4583333333333333
2025-01-05,0.43089430894308944
2025-01-13,0.3872549019607843
2025-01-14,0.49818181818181817
2025-01-15,0.4606741573033708
2025-01-16,0.3423180592991914
2025-01-17,0.5294117647058824
2025-01-18,0.38095238095238093
2025-01-19,0.20229738353541799
2025-01-20,0.5224334600760456
2025-01-21,0.3867924528301887
2025-01-22,0.28125
2025-01-23,0.6609195402298851
2025-01-24,0.5583524027459954
2025-01-25,0.27865612648221344
2025-01-26,0.43458980044345896
2025-01-27,0.4760672703751617
2025-01-28,0.6285140562248996
2025-01-29,0.4164835164835165
2025-01-30,0.3467666354264292
2025-01-31,0.5413385826771654
2025-02-01,0.45706371191135736
2025-02-02,0.35860500379075055
2025-02-03,0.5018796992481203
2025-02-04,0.8949814126394052
2025-02-13,0.4678832116788321
2025-02-14,0.42900302114803623
2025-02-15,0.4302575107296137
2025-02-16,0.44052863436123346
2025-02-17,0.22422954303931988
2025-02-18,0.5119331742243437
2025-02-19,0.4276267450404115
2025-02-20,0.47912524850894633
2025-02-21,0.5221569674319274
2025-02-22,0.4970845481049563
2025-02-23,0.45
2025-02-24,0.39672364672364674
2025-02-25,0.260646813960935
2025-02-26,0.6709183673469388
2025-02-27,0.27752808988764044
2025-02-28,0.3886162904808636
2025-03-01,0.27165354330708663
2025-03-02,0.4634453781512605
2025-03-03,0.6153846153846154
2025-03-04,0.2974828375286041
2025-03-13,0.4573804573804574
2025-03-14,0.8538461538461538
2025-03-15,0.5938697318007663
2025-03-16,0.2320754716981132
2025-03-17,0.4532608695652174
2025-03-18,0.22541966426858512
2025-03-19,0.4162531017369727
2025-03-20,0.4085603112840467
2025-03-21,0.5
2025-03-22,0.4747663551401869
2025-03-23,0.32662192393736017
2025-03-24,0.6153846153846154
2025-03-25,0.3615676359039191
2025-03-26,0.27111540941328177
2025-03-27,0.33375796178343947
2025-03-28,0.3173076923076923
2025-03-29,0.3558606124604013
2025-03-30,0.16549295774647887
2025-03-31,0.5232323232323233
2025-04-01,0.20215633423180593
2025-04-02,0.276671974522293
2025-04-03,0.25353871773522063
2025-04-04,0.38757861635220126
2025-04-13,0.3618470855412566
2025-04-14,0.42247191011235957
2025-04-15,0.5720601237842617
2025-04-16,0.3401741293532338
2025-04-17,0.30358874878758485
2025-04-18,0.5126715945089757
2025-04-19,0.2921751615218952
2025-04-20,0.3985872855701312
2025-04-21,0.3940628637951106
2025-04-22,0.2961974649766511
2025-04-23,0.324728040266277
2025-04-24,0.4135304659498208
2025-04-25,0.38596491228070173
2025-04-26,0.1724137931034483
2025-04-27,0.3560830860534125
2025-04-28,0.4169688179840464
2025-04-29,0.43201069995541685
2025-04-30,0.26504941599281223
2025-05-01,0.41841004184100417
2025-05-02,0.3215111796453354
2025-05-03,0.7584337349397591
2025-05-04,0.5805555555555556
2025-06-01,0.15532286212914484
2025-06-02,0.46095126247798
2025-06-03,0.48026315789473684
2025-06-04,0.31679389312977096
2025-07-01,0.7613814756671899
2025-07-02,0.2821522309711286
2025-07-03,0.5223354231974922
2025-07-04,0.23916133617626156
2025-08-01,0.37151106833493747
2025-08-02,0.19130434782608696
2025-08-03,0.5689981096408318
2025-08-04,0.4093319194061506
2025-09-01,0.2777777777777778
2025-09-02,0.4306282722513089
2025-09-03,0.4409282700421941
2025-09-04,0.43055205444920597
2025-10-01,0.5274725274725275
2025-10-02,0.4780652418447694
2025-10-03,0.39745791824115423
2025-10-04,0.5289139633286318
2025-11-01,0.24381625441696114
2025-11-02,0.21816037735849056
2025-11-03,0.18746195982958003
2025-11-04,0.3357664233576642
2025-12-01,0.7840531561461794
2025-12-02,0.4626576139670223
2025-12-03,0.5645161290322581
2025-12-04,0.2721669037458511
